500

6	14	4.0
14	6	4.0
15	8	3.0
8	15	3.0
22	11	6.0
11	22	6.0
39	4	2.0
4	39	2.0
35	11	6.0
11	35	6.0
37	14	3.0
14	37	3.0
31	18	7.0
18	31	7.0
17	37	2.0
37	17	2.0
50	12	9.0
12	50	9.0
44	25	7.0
25	44	7.0
73	1	3.0
1	73	3.0
80	4	8.0
4	80	8.0
60	27	4.0
27	60	4.0
63	33	6.0
33	63	6.0
37	65	2.0
65	37	2.0
62	38	8.0
38	62	8.0
9	93	4.0
93	9	4.0
19	83	6.0
83	19	6.0
18	90	7.0
90	18	7.0
84	23	7.0
23	84	7.0
97	23	2.0
23	97	2.0
18	98	2.0
98	18	2.0
30	85	9.0
85	30	9.0
15	113	2.0
113	15	2.0
67	54	7.0
54	67	7.0
91	30	4.0
30	91	4.0
135	5	6.0
5	135	6.0
9	131	10.0
131	9	10.0
16	115	10.0
115	16	10.0
146	6	1.0
6	146	1.0
12	140	3.0
140	12	3.0
47	110	7.0
110	47	7.0
26	131	1.0
131	26	1.0
63	96	2.0
96	63	2.0
48	110	6.0
110	48	6.0
5	155	9.0
155	5	9.0
137	23	4.0
23	137	4.0
24	121	3.0
121	24	3.0
139	8	6.0
8	139	6.0
101	51	2.0
51	101	2.0
46	124	4.0
124	46	4.0
120	53	5.0
53	120	5.0
97	67	1.0
67	97	1.0
39	122	6.0
122	39	6.0
12	153	3.0
153	12	3.0
97	88	5.0
88	97	5.0
118	73	5.0
73	118	5.0
103	74	4.0
74	103	4.0
19	164	9.0
164	19	9.0
83	100	2.0
100	83	2.0
21	162	2.0
162	21	2.0
130	52	9.0
52	130	9.0
80	102	10.0
102	80	10.0
67	114	9.0
114	67	9.0
119	87	10.0
87	119	10.0
39	168	5.0
168	39	5.0
62	138	5.0
138	62	5.0
26	177	4.0
177	26	4.0
37	162	8.0
162	37	8.0
188	4	10.0
4	188	10.0
25	169	9.0
169	25	9.0
187	9	6.0
9	187	6.0
150	72	1.0
72	150	1.0
64	154	2.0
154	64	2.0
170	49	5.0
49	170	5.0
76	137	10.0
137	76	10.0
22	191	9.0
191	22	9.0
46	162	6.0
162	46	6.0
8	230	6.0
230	8	6.0
176	56	6.0
56	176	6.0
147	78	7.0
78	147	7.0
222	32	3.0
32	222	3.0
162	90	6.0
90	162	6.0
115	139	9.0
139	115	9.0
60	190	10.0
190	60	10.0
57	192	9.0
192	57	9.0
156	90	2.0
90	156	2.0
125	122	2.0
122	125	2.0
107	141	10.0
141	107	10.0
115	132	2.0
132	115	2.0
165	82	1.0
82	165	1.0
97	149	4.0
149	97	4.0
10	234	6.0
234	10	6.0
26	218	2.0
218	26	2.0
13	230	3.0
230	13	3.0
212	29	10.0
29	212	10.0
134	141	8.0
141	134	8.0
86	189	1.0
189	86	1.0
83	192	3.0
192	83	3.0
102	176	5.0
176	102	5.0
3	277	9.0
277	3	9.0
2	276	1.0
276	2	1.0
80	202	1.0
202	80	1.0
160	123	7.0
123	160	7.0
181	107	3.0
107	181	3.0
7	281	7.0
281	7	7.0
155	132	10.0
132	155	10.0
191	94	5.0
94	191	5.0
143	128	9.0
128	143	9.0
105	166	5.0
166	105	5.0
107	163	1.0
163	107	1.0
209	97	7.0
97	209	7.0
75	231	4.0
231	75	4.0
22	283	10.0
283	22	10.0
228	79	6.0
79	228	6.0
231	77	5.0
77	231	5.0
120	187	1.0
187	120	1.0
36	270	8.0
270	36	8.0
255	57	1.0
57	255	1.0
59	254	3.0
254	59	3.0
238	76	1.0
76	238	1.0
264	52	7.0
52	264	7.0
202	116	4.0
116	202	4.0
198	91	7.0
91	198	7.0
142	147	3.0
147	142	3.0
223	71	4.0
71	223	4.0
16	281	8.0
281	16	8.0
85	215	1.0
215	85	1.0
256	46	9.0
46	256	9.0
58	245	7.0
245	58	7.0
214	89	2.0
89	214	2.0
219	125	4.0
125	219	4.0
272	68	9.0
68	272	9.0
131	208	6.0
208	131	6.0
271	68	5.0
68	271	5.0
253	85	7.0
85	253	7.0
136	200	7.0
200	136	7.0
5	347	2.0
347	5	2.0
199	152	3.0
152	199	3.0
2	347	6.0
347	2	6.0
151	195	3.0
195	151	3.0
211	116	6.0
116	211	6.0
319	5	5.0
5	319	5.0
267	55	7.0
55	267	7.0
261	61	6.0
61	261	6.0
1	320	4.0
320	1	4.0
232	89	1.0
89	232	1.0
231	90	1.0
90	231	1.0
245	90	10.0
90	245	10.0
10	325	4.0
325	10	4.0
300	34	9.0
34	300	9.0
40	292	5.0
292	40	5.0
196	135	10.0
135	196	10.0
319	12	7.0
12	319	7.0
90	241	3.0
241	90	3.0
178	152	10.0
152	178	10.0
159	170	1.0
170	159	1.0
184	191	8.0
191	184	8.0
309	60	4.0
60	309	4.0
89	282	3.0
282	89	3.0
171	211	1.0
211	171	1.0
106	276	2.0
276	106	2.0
307	70	6.0
70	307	6.0
173	204	10.0
204	173	10.0
361	19	7.0
19	361	7.0
41	339	7.0
339	41	7.0
120	258	10.0
258	120	10.0
172	187	9.0
187	172	9.0
173	186	1.0
186	173	1.0
231	123	4.0
123	231	4.0
72	295	3.0
295	72	3.0
115	252	10.0
252	115	10.0
105	256	1.0
256	105	1.0
82	278	7.0
278	82	7.0
163	200	9.0
200	163	9.0
42	320	1.0
320	42	1.0
28	335	8.0
335	28	8.0
102	260	9.0
260	102	9.0
245	166	4.0
166	245	4.0
107	305	8.0
305	107	8.0
