58

0	1	2635.0
1	0	2635.0
0	2	2713.0
2	0	2713.0
0	3	2437.0
3	0	2437.0
1	2	314.0
2	1	314.0
1	3	2636.0
3	1	2636.0
3	2	2730.0
2	3	2730.0
0	4	1600.0
4	0	1600.0
0	5	2845.0
5	0	2845.0
1	4	666.0
4	1	666.0
1	5	1096.0
5	1	1096.0
5	3	3457.0
3	5	3457.0
4	3	2824.0
3	4	2824.0
5	2	791.0
2	5	791.0
4	2	706.0
2	4	706.0
7	0	1743.0
0	7	1743.0
0	6	6002.0
6	0	6002.0
1	6	4645.0
6	1	4645.0
1	7	693.0
7	1	693.0
7	3	2120.0
3	7	2120.0
6	3	6083.0
3	6	6083.0
7	2	922.0
2	7	922.0
6	2	4588.0
2	6	4588.0
9	0	2182.0
0	9	2182.0
8	0	594.0
0	8	594.0
1	8	2889.0
8	1	2889.0
1	9	287.0
9	1	287.0
4	5	1247.0
5	4	1247.0
9	3	2844.0
3	9	2844.0
8	3	2040.0
3	8	2040.0
9	2	217.0
2	9	217.0
8	2	2991.0
2	8	2991.0
11	0	1658.0
0	11	1658.0
10	0	2906.0
0	10	2906.0
1	10	772.0
10	1	772.0
1	11	1135.0
11	1	1135.0
4	6	4746.0
6	4	4746.0
4	7	716.0
7	4	716.0
5	6	5126.0
6	5	5126.0
5	7	1653.0
7	5	1653.0
11	3	3937.0
3	11	3937.0
10	3	2973.0
3	10	2973.0
11	2	1050.0
2	11	1050.0
10	2	760.0
2	10	760.0
12	0	464.0
0	12	464.0
0	13	3334.0
13	0	3334.0
1	12	2875.0
12	1	2875.0
1	13	1424.0
13	1	1424.0
4	8	2223.0
8	4	2223.0
4	9	584.0
9	4	584.0
5	8	3545.0
8	5	3545.0
5	9	708.0
9	5	708.0
6	7	4267.0
7	6	4267.0
13	3	3710.0
3	13	3710.0
12	3	1958.0
3	12	1958.0
13	2	1119.0
2	13	1119.0
12	2	2915.0
2	12	2915.0
0	14	3987.0
14	0	3987.0
0	15	2870.0
15	0	2870.0
1	14	2185.0
14	1	2185.0
1	15	1193.0
15	1	1193.0
4	10	1442.0
10	4	1442.0
4	11	694.0
11	4	694.0
5	10	1298.0
10	5	1298.0
5	11	1342.0
11	5	1342.0
6	8	6553.0
8	6	6553.0
6	9	4826.0
9	6	4826.0
7	8	2296.0
8	7	2296.0
7	9	923.0
9	7	923.0
9	8	2869.0
8	9	2869.0
15	3	2941.0
3	15	2941.0
14	3	4363.0
3	14	4363.0
15	2	1451.0
2	15	1451.0
14	2	1776.0
2	14	1776.0
0	16	2601.0
16	0	2601.0
0	17	330.0
17	0	330.0
1	16	846.0
16	1	846.0
1	17	2142.0
17	1	2142.0
4	12	2089.0
12	4	2089.0
4	13	1577.0
13	4	1577.0
5	12	3451.0
12	5	3451.0
5	13	347.0
13	5	347.0
6	10	3830.0
10	6	3830.0
6	11	5951.0
11	6	5951.0
7	10	1175.0
10	7	1175.0
7	11	1282.0
11	7	1282.0
11	9	781.0
9	11	781.0
10	9	1004.0
9	10	1004.0
11	8	2366.0
8	11	2366.0
10	8	3459.0
8	10	3459.0
17	3	1991.0
3	17	1991.0
16	3	3207.0
3	16	3207.0
17	2	2182.0
2	17	2182.0
16	2	5410.0
2	16	5410.0
0	18	3049.0
18	0	3049.0
0	19	1302.0
19	0	1302.0
1	18	1127.0
18	1	1127.0
1	19	3104.0
19	1	3104.0
4	14	2230.0
14	4	2230.0
4	15	1609.0
15	4	1609.0
5	14	1126.0
14	5	1126.0
5	15	1989.0
15	5	1989.0
6	12	6417.0
12	6	6417.0
6	13	5423.0
13	6	5423.0
7	12	2162.0
12	7	2162.0
7	13	1906.0
13	7	1906.0
11	10	2128.0
10	11	2128.0
13	9	1036.0
9	13	1036.0
12	9	2793.0
9	12	2793.0
13	8	3741.0
8	13	3741.0
12	8	147.0
8	12	147.0
15	7	1133.0
7	15	1133.0
14	7	2559.0
7	14	2559.0
19	3	1571.0
3	19	1571.0
18	3	3512.0
3	18	3512.0
19	2	3333.0
2	19	3333.0
18	2	846.0
2	18	846.0
0	20	3399.0
20	0	3399.0
0	21	1946.0
21	0	1946.0
1	20	1484.0
20	1	1484.0
1	21	490.0
21	1	490.0
4	16	1003.0
16	4	1003.0
4	17	1260.0
17	4	1260.0
5	16	250.0
16	5	250.0
5	17	2736.0
17	5	2736.0
6	14	6089.0
14	6	6089.0
6	15	3142.0
15	6	3142.0
13	11	1695.0
11	13	1695.0
12	11	2265.0
11	12	2265.0
13	10	1609.0
10	13	1609.0
12	10	3322.0
10	12	3322.0
15	9	1694.0
9	15	1694.0
14	9	1694.0
9	14	1694.0
15	8	3417.0
8	15	3417.0
14	8	4399.0
8	14	4399.0
17	7	1422.0
7	17	1422.0
16	7	1352.0
7	16	1352.0
21	3	2013.0
3	21	2013.0
20	3	3392.0
3	20	3392.0
21	2	721.0
2	21	721.0
20	2	578.0
2	20	578.0
0	22	1278.0
22	0	1278.0
0	23	669.0
23	0	669.0
1	22	990.0
22	1	990.0
1	23	1950.0
23	1	1950.0
4	18	1297.0
18	4	1297.0
4	19	2535.0
19	4	2535.0
5	18	138.0
18	5	138.0
5	19	3786.0
19	5	3786.0
6	16	4876.0
16	6	4876.0
6	17	5676.0
17	6	5676.0
13	12	3607.0
12	13	3607.0
15	11	2819.0
11	15	2819.0
14	11	2353.0
11	14	2353.0
15	10	693.0
10	15	693.0
14	10	2266.0
10	14	2266.0
17	9	1844.0
9	17	1844.0
16	9	458.0
9	16	458.0
17	8	924.0
8	17	924.0
16	8	3163.0
8	16	3163.0
19	7	2423.0
7	19	2423.0
18	7	1651.0
7	18	1651.0
23	3	2368.0
3	23	2368.0
22	3	2922.0
3	22	2922.0
23	2	1990.0
2	23	1990.0
22	2	1030.0
2	22	1030.0
25	0	2878.0
0	25	2878.0
0	24	627.0
24	0	627.0
1	24	2855.0
24	1	2855.0
1	25	975.0
25	1	975.0
4	20	1511.0
20	4	1511.0
4	21	908.0
21	4	908.0
5	20	888.0
20	5	888.0
5	21	1452.0
21	5	1452.0
6	18	5181.0
18	6	5181.0
6	19	6678.0
19	6	6678.0
15	13	2300.0
13	15	2300.0
14	13	665.0
13	14	665.0
15	12	3283.0
12	15	3283.0
14	12	4265.0
12	14	4265.0
17	11	1557.0
11	17	1557.0
16	11	1117.0
11	16	1117.0
17	10	2585.0
10	17	2585.0
16	10	1041.0
10	16	1041.0
19	9	3125.0
9	19	3125.0
18	9	757.0
9	18	757.0
19	8	681.0
8	19	681.0
18	8	3462.0
8	18	3462.0
21	7	209.0
7	21	209.0
20	7	1588.0
7	20	1588.0
25	3	3336.0
3	25	3336.0
24	3	2170.0
3	24	2170.0
25	2	670.0
2	25	670.0
24	2	2895.0
2	24	2895.0
27	0	3124.0
0	27	3124.0
26	0	1737.0
0	26	1737.0
1	26	926.0
26	1	926.0
