100

1	0	1107.0
0	1	1107.0
3	0	206.0
0	3	206.0
2	0	781.0
0	2	781.0
1	2	31.0
2	1	31.0
1	3	30.0
3	1	30.0
3	2	937.0
2	3	937.0
5	0	1290.0
0	5	1290.0
4	0	1182.0
0	4	1182.0
1	4	186.0
4	1	186.0
1	5	651.0
5	1	651.0
5	3	900.0
3	5	900.0
4	3	382.0
3	4	382.0
5	2	967.0
2	5	967.0
4	2	1156.0
2	4	1156.0
6	0	238.0
0	6	238.0
0	7	1428.0
7	0	1428.0
1	6	1393.0
6	1	1393.0
1	7	1483.0
7	1	1483.0
7	3	1360.0
3	7	1360.0
6	3	575.0
3	6	575.0
7	2	868.0
2	7	868.0
6	2	678.0
2	6	678.0
0	8	970.0
8	0	970.0
0	9	723.0
9	0	723.0
1	8	1410.0
8	1	1410.0
1	9	1311.0
9	1	1311.0
4	5	14.0
5	4	14.0
9	3	1040.0
3	9	1040.0
8	3	477.0
3	8	477.0
9	2	95.0
2	9	95.0
8	2	433.0
2	8	433.0
0	10	1137.0
10	0	1137.0
0	11	1268.0
11	0	1268.0
1	10	1450.0
10	1	1450.0
1	11	599.0
11	1	599.0
4	6	777.0
6	4	777.0
4	7	1405.0
7	4	1405.0
5	6	1302.0
6	5	1302.0
5	7	1049.0
7	5	1049.0
11	3	787.0
3	11	787.0
10	3	901.0
3	10	901.0
11	2	730.0
2	11	730.0
10	2	1077.0
2	10	1077.0
13	0	207.0
0	13	207.0
0	12	1432.0
12	0	1432.0
1	12	128.0
12	1	128.0
1	13	67.0
13	1	67.0
4	8	1293.0
8	4	1293.0
4	9	515.0
9	4	515.0
5	8	1081.0
8	5	1081.0
5	9	597.0
9	5	597.0
6	7	1189.0
7	6	1189.0
13	3	110.0
3	13	110.0
12	3	379.0
3	12	379.0
13	2	16.0
2	13	16.0
12	2	79.0
2	12	79.0
15	0	805.0
0	15	805.0
14	0	65.0
0	14	65.0
1	14	1076.0
14	1	1076.0
1	15	254.0
15	1	254.0
4	10	1093.0
10	4	1093.0
4	11	1073.0
11	4	1073.0
5	10	135.0
10	5	135.0
5	11	876.0
11	5	876.0
6	8	1079.0
8	6	1079.0
6	9	878.0
9	6	878.0
7	8	1231.0
8	7	1231.0
7	9	136.0
9	7	136.0
15	3	1038.0
3	15	1038.0
14	3	1326.0
3	14	1326.0
15	2	1106.0
2	15	1106.0
14	2	654.0
2	14	654.0
17	0	1252.0
0	17	1252.0
16	0	1459.0
0	16	1459.0
1	16	918.0
16	1	918.0
1	17	252.0
17	1	252.0
4	12	880.0
12	4	880.0
4	13	1145.0
13	4	1145.0
5	12	912.0
12	5	912.0
5	13	365.0
13	5	365.0
6	10	1275.0
10	6	1275.0
6	11	421.0
11	6	421.0
7	10	916.0
10	7	916.0
7	11	656.0
11	7	656.0
8	9	481.0
9	8	481.0
11	9	726.0
9	11	726.0
10	9	759.0
9	10	759.0
17	3	13.0
3	17	13.0
16	3	1412.0
3	16	1412.0
17	2	700.0
2	17	700.0
16	2	1007.0
2	16	1007.0
19	0	987.0
0	19	987.0
18	0	8.0
0	18	8.0
1	18	955.0
18	1	955.0
1	19	825.0
19	1	825.0
4	14	846.0
14	4	846.0
4	15	300.0
15	4	300.0
5	14	728.0
14	5	728.0
5	15	1105.0
15	5	1105.0
6	12	813.0
12	6	813.0
6	13	1236.0
13	6	1236.0
7	12	1147.0
12	7	1147.0
7	13	158.0
13	7	158.0
8	10	488.0
10	8	488.0
8	11	817.0
11	8	817.0
11	10	1408.0
10	11	1408.0
13	9	863.0
9	13	863.0
12	9	380.0
9	12	380.0
13	8	703.0
8	13	703.0
19	3	176.0
3	19	176.0
18	3	1419.0
3	18	1419.0
19	2	1073.0
2	19	1073.0
18	2	34.0
2	18	34.0
21	0	456.0
0	21	456.0
20	0	66.0
0	20	66.0
1	20	74.0
20	1	74.0
1	21	492.0
21	1	492.0
4	16	1277.0
16	4	1277.0
4	17	748.0
17	4	748.0
5	16	972.0
16	5	972.0
5	17	284.0
17	5	284.0
6	14	1128.0
14	6	1128.0
6	15	1263.0
15	6	1263.0
7	14	114.0
14	7	114.0
7	15	114.0
15	7	114.0
8	12	977.0
12	8	977.0
13	11	1392.0
11	13	1392.0
12	11	175.0
11	12	175.0
13	10	88.0
10	13	88.0
12	10	968.0
10	12	968.0
15	9	286.0
9	15	286.0
14	9	641.0
9	14	641.0
15	8	944.0
8	15	944.0
14	8	1028.0
8	14	1028.0
21	3	1341.0
3	21	1341.0
20	3	695.0
3	20	695.0
21	2	471.0
2	21	471.0
20	2	629.0
2	20	629.0
23	0	606.0
0	23	606.0
22	0	344.0
0	22	344.0
1	22	1474.0
22	1	1474.0
1	23	1419.0
23	1	1419.0
4	18	1073.0
18	4	1073.0
4	19	518.0
19	4	518.0
5	18	550.0
18	5	550.0
5	19	326.0
19	5	326.0
6	16	950.0
16	6	950.0
6	17	1342.0
17	6	1342.0
7	16	394.0
16	7	394.0
7	17	903.0
17	7	903.0
13	12	1038.0
12	13	1038.0
15	11	756.0
11	15	756.0
14	11	1237.0
11	14	1237.0
15	10	989.0
10	15	989.0
14	10	584.0
10	14	584.0
17	9	492.0
9	17	492.0
16	9	274.0
9	16	274.0
17	8	1480.0
8	17	1480.0
16	8	272.0
8	16	272.0
23	3	191.0
3	23	191.0
22	3	1310.0
3	22	1310.0
23	2	873.0
2	23	873.0
22	2	1070.0
2	22	1070.0
24	0	1249.0
0	24	1249.0
0	25	1344.0
25	0	1344.0
1	24	1266.0
24	1	1266.0
1	25	1372.0
25	1	1372.0
4	20	632.0
20	4	632.0
4	21	1136.0
21	4	1136.0
5	20	1079.0
20	5	1079.0
5	21	198.0
21	5	198.0
6	18	703.0
18	6	703.0
6	19	747.0
19	6	747.0
7	18	1253.0
18	7	1253.0
7	19	665.0
19	7	665.0
15	13	118.0
13	15	118.0
14	13	852.0
13	14	852.0
15	12	598.0
12	15	598.0
14	12	775.0
12	14	775.0
17	11	42.0
11	17	42.0
16	11	773.0
11	16	773.0
17	10	747.0
10	17	747.0
16	10	528.0
10	16	528.0
19	9	314.0
9	19	314.0
18	9	866.0
9	18	866.0
19	8	709.0
8	19	709.0
18	8	300.0
8	18	300.0
25	3	529.0
3	25	529.0
24	3	402.0
3	24	402.0
25	2	800.0
2	25	800.0
24	2	1007.0
2	24	1007.0
0	26	1074.0
26	0	1074.0
0	27	447.0
27	0	447.0
1	26	779.0
26	1	779.0
1	27	846.0
27	1	846.0
4	22	484.0
22	4	484.0
4	23	374.0
23	4	374.0
5	22	1151.0
22	5	1151.0
5	23	136.0
23	5	136.0
6	20	283.0
20	6	283.0
6	21	955.0
21	6	955.0
7	20	1140.0
20	7	1140.0
7	21	988.0
21	7	988.0
15	14	163.0
14	15	163.0
17	13	1379.0
13	17	1379.0
16	13	237.0
13	16	237.0
17	12	876.0
12	17	876.0
16	12	1063.0
12	16	1063.0
19	11	85.0
11	19	85.0
18	11	961.0
11	18	961.0
